"V1","V3","V4"
"GO:0016615","malate dehydrogenase activity","GO:0003674","molecular function"
"GO:0016004","phospholipase activator activity","GO:0003674","molecular function"
"GO:0015180","L-alanine transmembrane transporter activity","GO:0003674","molecular function"
"GO:0015186","L-glutamine transmembrane transporter activity","GO:0003674","molecular function"
"GO:0005250","A-type (transient outward) potassium channel activity","GO:0003674","molecular function"
"GO:0001618","virus receptor activity","GO:0003674","molecular function"
"GO:0004890","GABA-A receptor activity","GO:0003674","molecular function"
"GO:0022851","GABA-gated chloride ion channel activity","GO:0003674","molecular function"
"GO:0016917","GABA receptor activity","GO:0003674","molecular function"
"GO:0019784","NEDD8-specific protease activity","GO:0003674","molecular function"
"GO:0050833","pyruvate transmembrane transporter activity","GO:0003674","molecular function"
"GO:0015562","efflux transmembrane transporter activity","GO:0003674","molecular function"
"GO:0034604","pyruvate dehydrogenase (NAD+) activity","GO:0003674","molecular function"
"GO:0004908","interleukin-1 receptor activity","GO:0003674","molecular function"
"GO:0004022","alcohol dehydrogenase (NAD) activity","GO:0003674","molecular function"
"GO:0015129","lactate transmembrane transporter activity","GO:0003674","molecular function"
"GO:0102391","decanoate-CoA ligase activity","GO:0003674","molecular function"
"GO:0005000","vasopressin receptor activity","GO:0003674","molecular function"
"GO:0000064","L-ornithine transmembrane transporter activity","GO:0003674","molecular function"
"GO:0101005","ubiquitinyl hydrolase activity","GO:0003674","molecular function"
"GO:0015250","water channel activity","GO:0003674","molecular function"
"GO:0015217","ADP transmembrane transporter activity","GO:0003674","molecular function"
"GO:0005347","ATP transmembrane transporter activity","GO:0003674","molecular function"
"GO:0004974","leukotriene receptor activity","GO:0003674","molecular function"
"GO:0015232","heme transporter activity","GO:0003674","molecular function"
"GO:0070053","thrombospondin receptor activity","GO:0003674","molecular function"
"GO:0008241","peptidyl-dipeptidase activity","GO:0003674","molecular function"
"GO:0004614","phosphoglucomutase activity","GO:0003674","molecular function"
"GO:0001635","calcitonin gene-related peptide receptor activity","GO:0003674","molecular function"
"GO:0086006","voltage-gated sodium channel activity involved in cardiac muscle cell action potential","GO:0003674","molecular function"
"GO:0004090","carbonyl reductase (NADPH) activity","GO:0003674","molecular function"
"GO:0000253","3-keto sterol reductase activity","GO:0003674","molecular function"
"GO:0015181","arginine transmembrane transporter activity","GO:0003674","molecular function"
"GO:0043878","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity","GO:0003674","molecular function"
"GO:0008390","testosterone 16-alpha-hydroxylase activity","GO:0003674","molecular function"
"GO:0090482","vitamin transmembrane transporter activity","GO:0003674","molecular function"
"GO:0050649","testosterone 6-beta-hydroxylase activity","GO:0003674","molecular function"
"GO:0052650","NADP-retinol dehydrogenase activity","GO:0003674","molecular function"
"GO:0061578","Lys63-specific deubiquitinase activity","GO:0003674","molecular function"
"GO:0003996","acyl-CoA ligase activity","GO:0003674","molecular function"
"GO:0047760","butyrate-CoA ligase activity","GO:0003674","molecular function"
"GO:0015645","fatty acid ligase activity","GO:0003674","molecular function"
"GO:0004982","N-formyl peptide receptor activity","GO:0003674","molecular function"
"GO:0038024","cargo receptor activity","GO:0003674","molecular function"
"GO:0005344","oxygen carrier activity","GO:0003674","molecular function"
"GO:0016934","extracellularly glycine-gated chloride channel activity","GO:0003674","molecular function"
"GO:0022824","transmitter-gated ion channel activity","GO:0003674","molecular function"
"GO:0016286","small conductance calcium-activated potassium channel activity","GO:0003674","molecular function"
"GO:0008177","succinate dehydrogenase (ubiquinone) activity","GO:0003674","molecular function"
"GO:0060228","phosphatidylcholine-sterol O-acyltransferase activator activity","GO:0003674","molecular function"
"GO:0008200","ion channel inhibitor activity","GO:0003674","molecular function"
"GO:0004031","aldehyde oxidase activity","GO:0003674","molecular function"
"GO:0003730","mRNA 3'-UTR binding","GO:0005488","binding"
"GO:0019001","guanyl nucleotide binding","GO:0005488","binding"
"GO:0030983","mismatched DNA binding","GO:0005488","binding"
"GO:0003684","damaged DNA binding","GO:0005488","binding"
"GO:0032357","oxidized purine DNA binding","GO:0005488","binding"
"GO:0000400","four-way junction DNA binding","GO:0005488","binding"
"GO:0043531","ADP binding","GO:0005488","binding"
"GO:0032405","MutLalpha complex binding","GO:0005488","binding"
"GO:0031404","chloride ion binding","GO:0005488","binding"
"GO:1990405","protein antigen binding","GO:0005488","binding"
"GO:0001540","amyloid-beta binding","GO:0005488","binding"
"GO:0023026","MHC class II protein complex binding","GO:0005488","binding"
"GO:0003727","single-stranded RNA binding","GO:0005488","binding"
"GO:0005518","collagen binding","GO:0005488","binding"
"GO:0005504","fatty acid binding","GO:0005488","binding"
"GO:0019992","diacylglycerol binding","GO:0005488","binding"
"GO:0071813","lipoprotein particle binding","GO:0005488","binding"
"GO:0017046","peptide hormone binding","GO:0005488","binding"
"GO:0042923","neuropeptide binding","GO:0005488","binding"
"GO:0070052","collagen V binding","GO:0005488","binding"
"GO:0010997","anaphase-promoting complex binding","GO:0005488","binding"
"GO:0043236","laminin binding","GO:0005488","binding"
"GO:0098639","collagen binding involved in cell-matrix adhesion","GO:0005488","binding"
"GO:0001968","fibronectin binding","GO:0005488","binding"
"GO:0005070","SH3/SH2 adaptor activity","GO:0005488","binding"
"GO:0001164","RNA polymerase I CORE element sequence-specific DNA binding","GO:0005488","binding"
"GO:0016597","amino acid binding","GO:0005488","binding"
"GO:0071949","FAD binding","GO:0005488","binding"
"GO:0005540","hyaluronic acid binding","GO:0005488","binding"
"GO:0043024","ribosomal small subunit binding","GO:0005488","binding"
"GO:0033592","RNA strand annealing activity","GO:0005488","binding"
"GO:0005484","SNAP receptor activity","GO:0005488","binding"
"GO:0070403","NAD+ binding","GO:0005488","binding"
"GO:0035613","RNA stem-loop binding","GO:0005488","binding"
"GO:0070095","fructose-6-phosphate binding","GO:0005488","binding"
"GO:0005158","insulin receptor binding","GO:0005488","binding"
"GO:1905538","polysome binding","GO:0005488","binding"
"GO:0042562","hormone binding","GO:0005488","binding"
"GO:0050897","cobalt ion binding","GO:0005488","binding"
"GO:0002151","G-quadruplex RNA binding","GO:0005488","binding"
"GO:0008266","poly(U) RNA binding","GO:0005488","binding"
"GO:0034046","poly(G) binding","GO:0005488","binding"
"GO:0035727","lysophosphatidic acid binding","GO:0005488","binding"
"GO:0036042","long-chain fatty acyl-CoA binding","GO:0005488","binding"
"GO:0031683","G-protein beta/gamma-subunit complex binding","GO:0005488","binding"
"GO:0043295","glutathione binding","GO:0005488","binding"
"GO:0008327","methyl-CpG binding","GO:0005488","binding"
"GO:0001530","lipopolysaccharide binding","GO:0005488","binding"
"GO:0005537","mannose binding","GO:0005488","binding"
"GO:0000987","proximal promoter sequence-specific DNA binding","GO:0005488","binding"
"GO:0070891","lipoteichoic acid binding","GO:0005488","binding"
"GO:0071723","lipopeptide binding","GO:0005488","binding"
"GO:0003746","translation elongation factor activity","GO:0005488","binding"
"GO:0001965","G-protein alpha-subunit binding","GO:0005488","binding"
"GO:0032795","heterotrimeric G-protein binding","GO:0005488","binding"
"GO:0046914","transition metal ion binding","GO:0005488","binding"
"GO:0070888","E-box binding","GO:0005488","binding"
"GO:0050840","extracellular matrix binding","GO:0005488","binding"
"GO:0070273","phosphatidylinositol-4-phosphate binding","GO:0005488","binding"
"GO:0097001","ceramide binding","GO:0005488","binding"
"GO:0050661","NADP binding","GO:0005488","binding"
"GO:0050662","coenzyme binding","GO:0005488","binding"
"GO:0070402","NADPH binding","GO:0005488","binding"
"GO:0035591","signaling adaptor activity","GO:0005488","binding"
"GO:0005068","transmembrane receptor protein tyrosine kinase adaptor activity","GO:0005488","binding"
"GO:0070679","inositol 1,4,5 trisphosphate binding","GO:0005488","binding"
"GO:0005496","steroid binding","GO:0005488","binding"
"GO:0050544","arachidonic acid binding","GO:0005488","binding"
"GO:1990837","sequence-specific double-stranded DNA binding","GO:0005488","binding"
"GO:0097100","supercoiled DNA binding","GO:0005488","binding"
"GO:0000049","tRNA binding","GO:0005488","binding"
"GO:0042834","peptidoglycan binding","GO:0005488","binding"
"GO:0051539","4 iron, 4 sulfur cluster binding","GO:0005488","binding"
"GO:0001046","core promoter sequence-specific DNA binding","GO:0005488","binding"
"GO:0070051","fibrinogen binding","GO:0005488","binding"
"GO:0070034","telomerase RNA binding","GO:0005488","binding"
"GO:0036002","pre-mRNA binding","GO:0005488","binding"
"GO:0031491","nucleosome binding","GO:0005488","binding"
"GO:0035197","siRNA binding","GO:0005488","binding"
"GO:0070883","pre-miRNA binding","GO:0005488","binding"
"GO:0043021","ribonucleoprotein complex binding","GO:0005488","binding"
"GO:0070840","dynein complex binding","GO:0005488","binding"
"GO:0001158","enhancer sequence-specific DNA binding","GO:0005488","binding"
"GO:0035198","miRNA binding","GO:0005488","binding"
"GO:0043199","sulfate binding","GO:0005488","binding"
"GO:0005539","glycosaminoglycan binding","GO:0005488","binding"
"GO:0002134","UTP binding","GO:0005488","binding"
"GO:0030145","manganese ion binding","GO:0005488","binding"
"GO:0010314","phosphatidylinositol-5-phosphate binding","GO:0005488","binding"
"GO:0032266","phosphatidylinositol-3-phosphate binding","GO:0005488","binding"
"GO:0045322","unmethylated CpG binding","GO:0005488","binding"
"GO:0005502","11-cis retinal binding","GO:0005488","binding"
"GO:0005534","galactose binding","GO:0005488","binding"
"GO:0070324","thyroid hormone binding","GO:0005488","binding"
"GO:0001786","phosphatidylserine binding","GO:0005488","binding"
"GO:0005544","calcium-dependent phospholipid binding","GO:0005488","binding"
"GO:0035925","mRNA 3'-UTR AU-rich region binding","GO:0005488","binding"
