	gene	chr	start	end	tissue	cell.type
3365	Srl	chr16	4512335	4513543	Heart	Heart.cardiac muscle cell
3366	Srl	chr16	4514465	4514962	Heart	Heart.cardiac muscle cell
3446	Tacc2	chr7	137812083	137813449	Heart	Heart.cardiac muscle cell
3447	Tacc2	chr7	137816642	137817803	Heart	Heart.cardiac muscle cell
3448	Tacc2	chr7	137820790	137822349	Heart	Heart.cardiac muscle cell
12086	Svil	chr18	5001790	5002920	Liver	Liver.hepatocyte
12087	Svil	chr18	5006983	5008542	Liver	Liver.hepatocyte
9152	Mrpl38	chr11	115959784	115960903	Liver	Liver.hepatocyte
9153	Mrpl38	chr11	115960991	115962256	Liver	Liver.hepatocyte
13006	Wbp2	chr11	115959784	115960903	Liver	Liver.hepatocyte
13007	Wbp2	chr11	115960991	115962256	Liver	Liver.hepatocyte
2323	Nkx2-5	chr17	26973850	26974687	Heart	Heart.cardiac muscle cell
2324	Nkx2-5	chr17	26976405	26977297	Heart	Heart.cardiac muscle cell
2325	Nkx2-5	chr17	26981463	26981961	Heart	Heart.cardiac muscle cell
2326	Nkx2-5	chr17	26984905	26985158	Heart	Heart.cardiac muscle cell
2327	Nkx2-5	chr17	26985264	26985470	Heart	Heart.cardiac muscle cell
2328	Nkx2-5	chr17	26986549	26988357	Heart	Heart.cardiac muscle cell
2329	Nkx2-5	chr17	26998140	26998805	Heart	Heart.cardiac muscle cell
2330	Nkx2-5	chr17	27001309	27002395	Heart	Heart.cardiac muscle cell
2331	Nkx2-5	chr17	27005375	27006183	Heart	Heart.cardiac muscle cell
2332	Nkx2-5	chr17	27010616	27011365	Heart	Heart.cardiac muscle cell
2333	Nkx2-5	chr17	27011422	27011983	Heart	Heart.cardiac muscle cell
2334	Nkx2-5	chr17	27021628	27023606	Heart	Heart.cardiac muscle cell
3209	Sirt4	chr5	115979779	115982408	Heart	Heart.cardiac muscle cell
7426	Gcn1l1	chr5	115970134	115973376	Liver	Liver.hepatocyte
11425	Sirt4	chr5	115963705	115965587	Liver	Liver.hepatocyte
11426	Sirt4	chr5	115970134	115973376	Liver	Liver.hepatocyte
3586	Tomm40	chr7	20329896	20330346	Heart	Heart.cardiac muscle cell
3587	Tomm40	chr7	20340917	20342301	Heart	Heart.cardiac muscle cell
3588	Tomm40	chr7	20345177	20345994	Heart	Heart.cardiac muscle cell
1312	Gm19461	chr1	135118020	135119988	Heart	Heart.cardiac muscle cell
1313	Gm19461	chr1	135122297	135124203	Heart	Heart.cardiac muscle cell
1314	Gm19461	chr1	135132307	135132970	Heart	Heart.cardiac muscle cell
1315	Gm19461	chr1	135133132	135135029	Heart	Heart.cardiac muscle cell
1316	Gm19461	chr1	135135402	135136641	Heart	Heart.cardiac muscle cell
1317	Gm19461	chr1	135141038	135144404	Heart	Heart.cardiac muscle cell
1318	Gm19461	chr1	135147977	135149141	Heart	Heart.cardiac muscle cell
1319	Gm19461	chr1	135151419	135153992	Heart	Heart.cardiac muscle cell
10135	Plekha6	chr1	135122297	135124203	Liver	Liver.hepatocyte
10136	Plekha6	chr1	135141038	135144404	Liver	Liver.hepatocyte
10137	Plekha6	chr1	135151419	135153992	Liver	Liver.hepatocyte
61	2210408F21Rik	chr6	31166143	31167346	Heart	Heart.cardiac muscle cell
62	2210408F21Rik	chr6	31171521	31171944	Heart	Heart.cardiac muscle cell
4077	2210408F21Rik	chr6	31166143	31167346	Liver	Liver.hepatocyte
2757	Ppargc1a	chr5	51908770	51909473	Heart	Heart.cardiac muscle cell
2758	Ppargc1a	chr5	51918666	51920180	Heart	Heart.cardiac muscle cell
2759	Ppargc1a	chr5	51936360	51937466	Heart	Heart.cardiac muscle cell
2760	Ppargc1a	chr5	51937901	51938399	Heart	Heart.cardiac muscle cell
10291	Ppargc1a	chr5	51918666	51920180	Liver	Liver.hepatocyte
10292	Ppargc1a	chr5	51936360	51937466	Liver	Liver.hepatocyte
770	Crat	chr2	30295739	30298400	Heart	Heart.cardiac muscle cell
13541	Cerk	chr15	86002493	86004725	Spleen	Spleen.B cell
13542	Cerk	chr15	86010794	86011173	Spleen	Spleen.B cell
13543	Cerk	chr15	86012246	86013768	Spleen	Spleen.B cell
3905	Clec2d	chr6	129165952	129166759	Heart	Heart.endothelial cell
4083	2310001H17Rik	chr6	129172321	129173393	Liver	Liver.hepatocyte
4084	2310001H17Rik	chr6	129185748	129186603	Liver	Liver.hepatocyte
1164	Fbxo32	chr15	58021855	58022319	Heart	Heart.cardiac muscle cell
1165	Fbxo32	chr15	58023632	58024739	Heart	Heart.cardiac muscle cell
1166	Fbxo32	chr15	58025742	58026623	Heart	Heart.cardiac muscle cell
1167	Fbxo32	chr15	58032755	58033161	Heart	Heart.cardiac muscle cell
1168	Fbxo32	chr15	58035377	58036419	Heart	Heart.cardiac muscle cell
1169	Fbxo32	chr15	58043756	58044417	Heart	Heart.cardiac muscle cell
11909	Sphk2	chr7	52962096	52963408	Liver	Liver.hepatocyte
11910	Sphk2	chr7	52963477	52964048	Liver	Liver.hepatocyte
10726	Rassf3	chr10	120866129	120867592	Liver	Liver.hepatocyte
10727	Rassf3	chr10	120876160	120877695	Liver	Liver.hepatocyte
14102	Pik3c2b	chr1	134935664	134936567	Spleen	Spleen.B cell
14103	Pik3c2b	chr1	134949386	134950192	Spleen	Spleen.B cell
14104	Pik3c2b	chr1	134979538	134981210	Spleen	Spleen.B cell
2044	Mipep	chr14	61355297	61356405	Heart	Heart.cardiac muscle cell
2045	Mipep	chr14	61359639	61360211	Heart	Heart.cardiac muscle cell
2046	Mipep	chr14	61360301	61361004	Heart	Heart.cardiac muscle cell
2047	Mipep	chr14	61368148	61369245	Heart	Heart.cardiac muscle cell
11832	Snora3	chr7	116705179	116706483	Liver	Liver.hepatocyte
11833	Snora3	chr7	116709850	116711376	Liver	Liver.hepatocyte
11966	St5	chr7	116743626	116744822	Liver	Liver.hepatocyte
11967	St5	chr7	116745050	116746764	Liver	Liver.hepatocyte
715	Coro6	chr11	77255403	77256703	Heart	Heart.cardiac muscle cell
716	Coro6	chr11	77259834	77260795	Heart	Heart.cardiac muscle cell
717	Coro6	chr11	77265169	77265539	Heart	Heart.cardiac muscle cell
718	Coro6	chr11	77270277	77270948	Heart	Heart.cardiac muscle cell
738	Cox19	chr5	139854869	139855547	Heart	Heart.cardiac muscle cell
739	Cox19	chr5	139860484	139860910	Heart	Heart.cardiac muscle cell
13233	Zfp422	chr6	116585021	116586177	Liver	Liver.hepatocyte
13234	Zfp422	chr6	116587360	116588100	Liver	Liver.hepatocyte
13235	Zfp422	chr6	116602942	116604814	Liver	Liver.hepatocyte
2702	Pnkd	chr1	74341667	74343339	Heart	Heart.cardiac muscle cell
2703	Pnkd	chr1	74345392	74345937	Heart	Heart.cardiac muscle cell
2704	Pnkd	chr1	74359708	74360615	Heart	Heart.cardiac muscle cell
9826	Palmd	chr3	116653464	116654111	Liver	Liver.hepatocyte
4987	Arhgap26	chr18	39198578	39200512	Liver	Liver.hepatocyte
1717	Kif13a	chr13	46978620	46979564	Heart	Heart.cardiac muscle cell
1718	Kif13a	chr13	46980196	46981257	Heart	Heart.cardiac muscle cell
1719	Kif13a	chr13	46993315	46994183	Heart	Heart.cardiac muscle cell
1720	Kif13a	chr13	46994216	46994638	Heart	Heart.cardiac muscle cell
1721	Kif13a	chr13	47004462	47005049	Heart	Heart.cardiac muscle cell
1722	Kif13a	chr13	47006363	47007054	Heart	Heart.cardiac muscle cell
1723	Kif13a	chr13	47007273	47007968	Heart	Heart.cardiac muscle cell
1724	Kif13a	chr13	47013859	47014848	Heart	Heart.cardiac muscle cell
10744	Rbm22	chr18	60754807	60756409	Liver	Liver.hepatocyte
10745	Rbm22	chr18	60763861	60764750	Liver	Liver.hepatocyte
10746	Rbm22	chr18	60765492	60767174	Liver	Liver.hepatocyte
5300	Bcl6	chr16	23984292	23985848	Liver	Liver.hepatocyte
5301	Bcl6	chr16	23991246	23992467	Liver	Liver.hepatocyte
3713	Ubqln4	chr3	88313131	88314765	Heart	Heart.cardiac muscle cell
8580	Lamtor2	chr3	88313131	88314765	Liver	Liver.hepatocyte
8703	Lmna	chr3	88304153	88305251	Liver	Liver.hepatocyte
8704	Lmna	chr3	88313131	88314765	Liver	Liver.hepatocyte
11221	Sema4a	chr3	88304153	88305251	Liver	Liver.hepatocyte
11222	Sema4a	chr3	88313131	88314765	Liver	Liver.hepatocyte
12782	Ubqln4	chr3	88313131	88314765	Liver	Liver.hepatocyte
666	Clip1	chr5	124111324	124112552	Heart	Heart.cardiac muscle cell
667	Clip1	chr5	124120031	124121653	Heart	Heart.cardiac muscle cell
668	Clip1	chr5	124125170	124126515	Heart	Heart.cardiac muscle cell
669	Clip1	chr5	124143430	124145083	Heart	Heart.cardiac muscle cell
13154	Zcchc8	chr5	124125170	124126515	Liver	Liver.hepatocyte
3919	Fscn1	chr5	143682067	143683119	Heart	Heart.endothelial cell
3920	Fscn1	chr5	143690542	143691476	Heart	Heart.endothelial cell
350	Ankrd23	chr1	36629375	36630356	Heart	Heart.cardiac muscle cell
351	Ankrd23	chr1	36636607	36638556	Heart	Heart.cardiac muscle cell
355	Ankrd39	chr1	36629375	36630356	Heart	Heart.cardiac muscle cell
356	Ankrd39	chr1	36636607	36638556	Heart	Heart.cardiac muscle cell
3892	Card10	chr15	78666377	78667095	Heart	Heart.endothelial cell
3893	Card10	chr15	78670636	78671232	Heart	Heart.endothelial cell
3894	Card10	chr15	78675011	78675661	Heart	Heart.endothelial cell
3896	Cdc42ep1	chr15	78666377	78667095	Heart	Heart.endothelial cell
3897	Cdc42ep1	chr15	78670636	78671232	Heart	Heart.endothelial cell
3898	Cdc42ep1	chr15	78675011	78675661	Heart	Heart.endothelial cell
13964	Ly6e	chr15	74750932	74751529	Spleen	Spleen.B cell
13965	Ly6e	chr15	74752810	74754903	Spleen	Spleen.B cell
13966	Ly6e	chr15	74756206	74756847	Spleen	Spleen.B cell
13967	Ly6e	chr15	74757109	74757581	Spleen	Spleen.B cell
13968	Ly6e	chr15	74760756	74763404	Spleen	Spleen.B cell
13969	Ly6e	chr15	74763768	74765450	Spleen	Spleen.B cell
1583	Ints1	chr5	140268953	140269965	Heart	Heart.cardiac muscle cell
1584	Ints1	chr5	140270845	140271231	Heart	Heart.cardiac muscle cell
1585	Ints1	chr5	140272656	140274440	Heart	Heart.cardiac muscle cell
5305	Bcl9l	chr9	44295201	44296056	Liver	Liver.hepatocyte
5306	Bcl9l	chr9	44298219	44299190	Liver	Liver.hepatocyte
73	2310039L15Rik	chr10	94775862	94777146	Heart	Heart.cardiac muscle cell
74	2310039L15Rik	chr10	94780382	94781430	Heart	Heart.cardiac muscle cell
3094	Ryr2	chr13	12189882	12190787	Heart	Heart.cardiac muscle cell
3095	Ryr2	chr13	12196467	12196982	Heart	Heart.cardiac muscle cell
3096	Ryr2	chr13	12216979	12218164	Heart	Heart.cardiac muscle cell
3097	Ryr2	chr13	12221366	12221844	Heart	Heart.cardiac muscle cell
3098	Ryr2	chr13	12224361	12225010	Heart	Heart.cardiac muscle cell
3099	Ryr2	chr13	12225106	12226497	Heart	Heart.cardiac muscle cell
1459	Hes6	chr1	93342479	93343458	Heart	Heart.cardiac muscle cell
7951	Hes6	chr1	93332667	93333896	Liver	Liver.hepatocyte
7952	Hes6	chr1	93336354	93337051	Liver	Liver.hepatocyte
7953	Hes6	chr1	93352143	93354072	Liver	Liver.hepatocyte
8261	Ilkap	chr1	93332667	93333896	Liver	Liver.hepatocyte
8262	Ilkap	chr1	93336354	93337051	Liver	Liver.hepatocyte
9969	Per2	chr1	93332667	93333896	Liver	Liver.hepatocyte
9970	Per2	chr1	93336354	93337051	Liver	Liver.hepatocyte
9971	Per2	chr1	93352143	93354072	Liver	Liver.hepatocyte
3212	Slain2	chr5	73273153	73274263	Heart	Heart.cardiac muscle cell
3213	Slain2	chr5	73282587	73283445	Heart	Heart.cardiac muscle cell
3214	Slain2	chr5	73286497	73288752	Heart	Heart.cardiac muscle cell
3215	Slain2	chr5	73294031	73294703	Heart	Heart.cardiac muscle cell
3216	Slain2	chr5	73295630	73296748	Heart	Heart.cardiac muscle cell
3217	Slain2	chr5	73307184	73307650	Heart	Heart.cardiac muscle cell
3915	Ets1	chr9	32453859	32455136	Heart	Heart.endothelial cell
3916	Ets1	chr9	32479468	32480685	Heart	Heart.endothelial cell
848	Dand5	chr8	87310126	87310762	Heart	Heart.cardiac muscle cell
849	Dand5	chr8	87312625	87313668	Heart	Heart.cardiac muscle cell
850	Dand5	chr8	87313688	87315000	Heart	Heart.cardiac muscle cell
851	Dand5	chr8	87316441	87316865	Heart	Heart.cardiac muscle cell
852	Dand5	chr8	87317092	87317598	Heart	Heart.cardiac muscle cell
853	Dand5	chr8	87317663	87318836	Heart	Heart.cardiac muscle cell
1254	Gadd45gip1	chr8	87310126	87310762	Heart	Heart.cardiac muscle cell
1255	Gadd45gip1	chr8	87312625	87313668	Heart	Heart.cardiac muscle cell
1256	Gadd45gip1	chr8	87313688	87315000	Heart	Heart.cardiac muscle cell
1257	Gadd45gip1	chr8	87316441	87316865	Heart	Heart.cardiac muscle cell
1258	Gadd45gip1	chr8	87317092	87317598	Heart	Heart.cardiac muscle cell
1259	Gadd45gip1	chr8	87317663	87318836	Heart	Heart.cardiac muscle cell
3879	A330009N23Rik	chr15	101058350	101058953	Heart	Heart.endothelial cell
3042	Rnaseh2a	chr8	87499814	87500771	Heart	Heart.cardiac muscle cell
5066	Asna1	chr8	87499814	87500771	Liver	Liver.hepatocyte
8067	Hook2	chr8	87499814	87500771	Liver	Liver.hepatocyte
8900	Mast1	chr8	87499814	87500771	Liver	Liver.hepatocyte
10393	Prdx2	chr8	87499814	87500771	Liver	Liver.hepatocyte
10902	Rnaseh2a	chr8	87499814	87500771	Liver	Liver.hepatocyte
1703	Kcnq1	chr7	150243543	150245666	Heart	Heart.cardiac muscle cell
13520	Cd81	chr7	150232198	150232726	Spleen	Spleen.B cell
14273	Sh3bp5	chr14	32223495	32224520	Spleen	Spleen.B cell
14274	Sh3bp5	chr14	32236030	32237009	Spleen	Spleen.B cell
12571	Trib1	chr15	59478979	59482346	Liver	Liver.hepatocyte
12572	Trib1	chr15	59484060	59485274	Liver	Liver.hepatocyte
12573	Trib1	chr15	59489810	59490997	Liver	Liver.hepatocyte
2823	Ppp1r3c	chr19	36770966	36771888	Heart	Heart.cardiac muscle cell
13959	Ly6a	chr15	74792931	74793532	Spleen	Spleen.B cell
13970	Ly6e	chr15	74792931	74793532	Spleen	Spleen.B cell
11359	Sh3pxd2a	chr19	47522320	47522657	Liver	Liver.hepatocyte
11360	Sh3pxd2a	chr19	47524564	47525346	Liver	Liver.hepatocyte
11361	Sh3pxd2a	chr19	47532074	47533176	Liver	Liver.hepatocyte
2015	Mfn2	chr4	147264408	147265282	Heart	Heart.cardiac muscle cell
2016	Mfn2	chr4	147270044	147272303	Heart	Heart.cardiac muscle cell
2017	Mfn2	chr4	147274508	147275123	Heart	Heart.cardiac muscle cell
2814	Ppp1r1b	chr11	98233378	98234320	Heart	Heart.cardiac muscle cell
2815	Ppp1r1b	chr11	98235592	98236184	Heart	Heart.cardiac muscle cell
2816	Ppp1r1b	chr11	98238952	98239668	Heart	Heart.cardiac muscle cell
2817	Ppp1r1b	chr11	98240475	98241898	Heart	Heart.cardiac muscle cell
2818	Ppp1r1b	chr11	98246347	98246739	Heart	Heart.cardiac muscle cell
2819	Ppp1r1b	chr11	98250582	98251127	Heart	Heart.cardiac muscle cell
2820	Ppp1r1b	chr11	98253971	98255235	Heart	Heart.cardiac muscle cell
2821	Ppp1r1b	chr11	98255401	98256936	Heart	Heart.cardiac muscle cell
3481	Tcap	chr11	98233378	98234320	Heart	Heart.cardiac muscle cell
3482	Tcap	chr11	98235592	98236184	Heart	Heart.cardiac muscle cell
3483	Tcap	chr11	98238952	98239668	Heart	Heart.cardiac muscle cell
3484	Tcap	chr11	98240475	98241898	Heart	Heart.cardiac muscle cell
3485	Tcap	chr11	98246347	98246739	Heart	Heart.cardiac muscle cell
3486	Tcap	chr11	98250582	98251127	Heart	Heart.cardiac muscle cell
3487	Tcap	chr11	98253971	98255235	Heart	Heart.cardiac muscle cell
3488	Tcap	chr11	98255401	98256936	Heart	Heart.cardiac muscle cell
6358	Dapk3	chr10	80654720	80656332	Liver	Liver.hepatocyte
10055	Pias4	chr10	80654720	80656332	Liver	Liver.hepatocyte
5893	Coasy	chr11	100924345	100925860	Liver	Liver.hepatocyte
9052	Mlx	chr11	100924345	100925860	Liver	Liver.hepatocyte
9340	Naglu	chr11	100924345	100925860	Liver	Liver.hepatocyte
427	Asb2	chr12	104590923	104592339	Heart	Heart.cardiac muscle cell
428	Asb2	chr12	104596513	104597827	Heart	Heart.cardiac muscle cell
429	Asb2	chr12	104599957	104601299	Heart	Heart.cardiac muscle cell
14002	Mef2c	chr13	83704710	83705922	Spleen	Spleen.B cell
14003	Mef2c	chr13	83713963	83714364	Spleen	Spleen.B cell
14004	Mef2c	chr13	83742760	83744516	Spleen	Spleen.B cell
8353	Irf2bp2	chr8	129074670	129075704	Liver	Liver.hepatocyte
14138	Plekho1	chr3	95791647	95791984	Spleen	Spleen.B cell
9169	Mrpl51	chr6	125113707	125117803	Liver	Liver.hepatocyte
9560	Nop2	chr6	125113707	125117803	Liver	Liver.hepatocyte
1976	Med19	chr2	84475080	84476931	Heart	Heart.cardiac muscle cell
8961	Med19	chr2	84475080	84476931	Liver	Liver.hepatocyte
12463	Tmx2	chr2	84475080	84476931	Liver	Liver.hepatocyte
3923	Hdac7	chr15	97612683	97613553	Heart	Heart.endothelial cell
3944	Rapgef3	chr15	97612683	97613553	Heart	Heart.endothelial cell
1078	Entpd6	chr2	150591128	150592631	Heart	Heart.cardiac muscle cell
1079	Entpd6	chr2	150596357	150597388	Heart	Heart.cardiac muscle cell
1080	Entpd6	chr2	150597611	150598950	Heart	Heart.cardiac muscle cell
1081	Entpd6	chr2	150601187	150602360	Heart	Heart.cardiac muscle cell
1082	Entpd6	chr2	150614485	150615373	Heart	Heart.cardiac muscle cell
2657	Plekhm2	chr4	141197137	141199952	Heart	Heart.cardiac muscle cell
2658	Plekhm2	chr4	141204120	141204636	Heart	Heart.cardiac muscle cell
2659	Plekhm2	chr4	141204880	141205630	Heart	Heart.cardiac muscle cell
2660	Plekhm2	chr4	141207230	141208442	Heart	Heart.cardiac muscle cell
2661	Plekhm2	chr4	141209674	141210771	Heart	Heart.cardiac muscle cell
2662	Plekhm2	chr4	141211771	141212483	Heart	Heart.cardiac muscle cell
3258	Slc25a34	chr4	141197137	141199952	Heart	Heart.cardiac muscle cell
3259	Slc25a34	chr4	141204120	141204636	Heart	Heart.cardiac muscle cell
3260	Slc25a34	chr4	141204880	141205630	Heart	Heart.cardiac muscle cell
3261	Slc25a34	chr4	141207230	141208442	Heart	Heart.cardiac muscle cell
3262	Slc25a34	chr4	141209674	141210771	Heart	Heart.cardiac muscle cell
3263	Slc25a34	chr4	141211771	141212483	Heart	Heart.cardiac muscle cell
360	Ankrd9	chr12	112212265	112213221	Heart	Heart.cardiac muscle cell
361	Ankrd9	chr12	112214244	112214750	Heart	Heart.cardiac muscle cell
362	Ankrd9	chr12	112222895	112223858	Heart	Heart.cardiac muscle cell
363	Ankrd9	chr12	112224316	112225735	Heart	Heart.cardiac muscle cell
14083	Pde4b	chr4	102246703	102247291	Spleen	Spleen.B cell
2613	Phyhd1	chr2	30095081	30095769	Heart	Heart.cardiac muscle cell
2614	Phyhd1	chr2	30097993	30098691	Heart	Heart.cardiac muscle cell
13427	Bhlhe41	chr6	145803112	145805047	Spleen	Spleen.B cell
13428	Bhlhe41	chr6	145808897	145809240	Spleen	Spleen.B cell
10646	Rab20	chr8	11457228	11459600	Liver	Liver.hepatocyte
10647	Rab20	chr8	11472744	11473558	Liver	Liver.hepatocyte
789	Csrp3	chr7	56095863	56096274	Heart	Heart.cardiac muscle cell
790	Csrp3	chr7	56100591	56100960	Heart	Heart.cardiac muscle cell
791	Csrp3	chr7	56108503	56109245	Heart	Heart.cardiac muscle cell
6105	Csrp3	chr7	56096830	56097281	Liver	Liver.hepatocyte
6661	E2f8	chr7	56096830	56097281	Liver	Liver.hepatocyte
5015	Arl4d	chr11	101518950	101520554	Liver	Liver.hepatocyte
5016	Arl4d	chr11	101528066	101528987	Liver	Liver.hepatocyte
10805	Rdm1	chr11	101518950	101520554	Liver	Liver.hepatocyte
10806	Rdm1	chr11	101528066	101528987	Liver	Liver.hepatocyte
2682	Pln	chr10	53048554	53049627	Heart	Heart.cardiac muscle cell
2683	Pln	chr10	53052434	53052937	Heart	Heart.cardiac muscle cell
2684	Pln	chr10	53054874	53055661	Heart	Heart.cardiac muscle cell
2685	Pln	chr10	53055724	53056217	Heart	Heart.cardiac muscle cell
2686	Pln	chr10	53060773	53061661	Heart	Heart.cardiac muscle cell
2687	Pln	chr10	53063357	53063983	Heart	Heart.cardiac muscle cell
2688	Pln	chr10	53065021	53066262	Heart	Heart.cardiac muscle cell
2689	Pln	chr10	53066345	53066906	Heart	Heart.cardiac muscle cell
2690	Pln	chr10	53067730	53069096	Heart	Heart.cardiac muscle cell
7445	Gdf15	chr8	73203332	73204907	Liver	Liver.hepatocyte
8802	Lsm4	chr8	73203332	73204907	Liver	Liver.hepatocyte
8803	Lsm4	chr8	73211201	73212255	Liver	Liver.hepatocyte
9927	Pde4c	chr8	73203332	73204907	Liver	Liver.hepatocyte
9928	Pde4c	chr8	73211201	73212255	Liver	Liver.hepatocyte
10021	Pgpep1	chr8	73203332	73204907	Liver	Liver.hepatocyte
10022	Pgpep1	chr8	73211201	73212255	Liver	Liver.hepatocyte
3021	Rhobtb1	chr10	68715012	68716922	Heart	Heart.cardiac muscle cell
1851	Lpin1	chr12	16625136	16626852	Heart	Heart.cardiac muscle cell
1852	Lpin1	chr12	16636870	16638356	Heart	Heart.cardiac muscle cell
1853	Lpin1	chr12	16640698	16641569	Heart	Heart.cardiac muscle cell
1854	Lpin1	chr12	16645772	16646492	Heart	Heart.cardiac muscle cell
1855	Lpin1	chr12	16650272	16651226	Heart	Heart.cardiac muscle cell
1856	Lpin1	chr12	16653490	16654039	Heart	Heart.cardiac muscle cell
1857	Lpin1	chr12	16656415	16657051	Heart	Heart.cardiac muscle cell
2410	Ntsr2	chr12	16625136	16626852	Heart	Heart.cardiac muscle cell
2411	Ntsr2	chr12	16636870	16638356	Heart	Heart.cardiac muscle cell
2412	Ntsr2	chr12	16640698	16641569	Heart	Heart.cardiac muscle cell
2413	Ntsr2	chr12	16645772	16646492	Heart	Heart.cardiac muscle cell
2414	Ntsr2	chr12	16650272	16651226	Heart	Heart.cardiac muscle cell
2415	Ntsr2	chr12	16653490	16654039	Heart	Heart.cardiac muscle cell
2416	Ntsr2	chr12	16656415	16657051	Heart	Heart.cardiac muscle cell
8724	Lpin1	chr12	16625136	16626852	Liver	Liver.hepatocyte
8725	Lpin1	chr12	16640698	16641569	Liver	Liver.hepatocyte
373	Apoa2	chr1	173113633	173115096	Heart	Heart.cardiac muscle cell
374	Apoa2	chr1	173119210	173120217	Heart	Heart.cardiac muscle cell
3589	Tomm40l	chr1	173113633	173115096	Heart	Heart.cardiac muscle cell
3590	Tomm40l	chr1	173119210	173120217	Heart	Heart.cardiac muscle cell
4890	Apoa2	chr1	173133619	173134950	Liver	Liver.hepatocyte
9433	Ndufs2	chr1	173133619	173134950	Liver	Liver.hepatocyte
9605	Nr1i3	chr1	173133619	173134950	Liver	Liver.hepatocyte
9894	Pcp4l1	chr1	173133619	173134950	Liver	Liver.hepatocyte
12504	Tomm40l	chr1	173133619	173134950	Liver	Liver.hepatocyte
6079	Cry2	chr2	92272131	92273049	Liver	Liver.hepatocyte
11682	Slc35c1	chr2	92272131	92273049	Liver	Liver.hepatocyte
14063	Pafah1b3	chr7	26063268	26065237	Spleen	Spleen.B cell
13945	Limd1	chr9	123389492	123390145	Spleen	Spleen.B cell
12249	Tfip11	chr5	112718864	112719803	Liver	Liver.hepatocyte
6162	Cxxc5	chr18	35996443	35997581	Liver	Liver.hepatocyte
13600	Cxxc5	chr18	35998262	36000372	Spleen	Spleen.B cell
13601	Cxxc5	chr18	36003820	36004858	Spleen	Spleen.B cell
13602	Cxxc5	chr18	36007550	36010174	Spleen	Spleen.B cell
149	Abcb8	chr5	23853106	23854665	Heart	Heart.cardiac muscle cell
1655	Kcnh2	chr5	23832463	23833272	Heart	Heart.cardiac muscle cell
1656	Kcnh2	chr5	23841568	23842415	Heart	Heart.cardiac muscle cell
1657	Kcnh2	chr5	23842981	23843977	Heart	Heart.cardiac muscle cell
1658	Kcnh2	chr5	23847881	23848413	Heart	Heart.cardiac muscle cell
1659	Kcnh2	chr5	23853106	23854665	Heart	Heart.cardiac muscle cell
5119	Atoh8	chr6	72194042	72195668	Liver	Liver.hepatocyte
5120	Atoh8	chr6	72220366	72222949	Liver	Liver.hepatocyte
3934	Mpp3	chr11	101914314	101914970	Heart	Heart.endothelial cell
3899	Cdc42ep2	chr19	5921779	5922515	Heart	Heart.endothelial cell
