	gene	chr	start	end	tissue	cell.type
475	Auh	chr13	52987161	52988629	Heart	Heart.cardiac muscle cell
476	Auh	chr13	53069921	53070688	Heart	Heart.cardiac muscle cell
477	Auh	chr13	53073761	53074165	Heart	Heart.cardiac muscle cell
478	Aven	chr2	112309691	112311833	Heart	Heart.cardiac muscle cell
479	Aven	chr2	112476836	112478177	Heart	Heart.cardiac muscle cell
480	Aven	chr2	112493551	112494863	Heart	Heart.cardiac muscle cell
481	Avpi1	chr19	42163619	42166160	Heart	Heart.cardiac muscle cell
482	Avpi1	chr19	42226199	42226897	Heart	Heart.cardiac muscle cell
483	Avpi1	chr19	42240333	42241024	Heart	Heart.cardiac muscle cell
484	BC003965	chr17	25357674	25360787	Heart	Heart.cardiac muscle cell
485	Bap1	chr14	32027984	32029402	Heart	Heart.cardiac muscle cell
486	Bap1	chr14	32046986	32047854	Heart	Heart.cardiac muscle cell
487	Bap1	chr14	32085043	32086081	Heart	Heart.cardiac muscle cell
488	Bcat2	chr7	52776925	52777796	Heart	Heart.cardiac muscle cell
489	Bcat2	chr7	52816113	52817882	Heart	Heart.cardiac muscle cell
491	Bcat2	chr7	52844082	52845327	Heart	Heart.cardiac muscle cell
492	Bcat2	chr7	52848480	52849046	Heart	Heart.cardiac muscle cell
493	Bcs1l	chr1	74631510	74632042	Heart	Heart.cardiac muscle cell
494	Bdh1	chr16	31457899	31459040	Heart	Heart.cardiac muscle cell
495	Bms1	chr6	118347727	118349044	Heart	Heart.cardiac muscle cell
496	Bnip1	chr17	26931238	26932214	Heart	Heart.cardiac muscle cell
500	Brwd1	chr16	96302696	96305312	Heart	Heart.cardiac muscle cell
501	Brwd1	chr16	96348266	96350359	Heart	Heart.cardiac muscle cell
502	Bsdc1	chr4	129132237	129133717	Heart	Heart.cardiac muscle cell
503	Bsdc1	chr4	129184960	129186425	Heart	Heart.cardiac muscle cell
504	Btbd6	chr12	114166517	114168863	Heart	Heart.cardiac muscle cell
505	Btbd6	chr12	114190442	114191431	Heart	Heart.cardiac muscle cell
506	Btbd6	chr12	114199458	114200384	Heart	Heart.cardiac muscle cell
507	Btbd6	chr12	114243218	114243749	Heart	Heart.cardiac muscle cell
508	Btbd6	chr12	114251026	114253797	Heart	Heart.cardiac muscle cell
509	Bves	chr10	45082619	45084020	Heart	Heart.cardiac muscle cell
510	C030006K11Rik	chr15	76599816	76601446	Heart	Heart.cardiac muscle cell
511	C030037D09Rik	chr11	88553160	88554138	Heart	Heart.cardiac muscle cell
512	C030037D09Rik	chr11	88577350	88578211	Heart	Heart.cardiac muscle cell
513	C030037D09Rik	chr11	88588870	88591373	Heart	Heart.cardiac muscle cell
514	C130080G10Rik	chr2	113873959	113874533	Heart	Heart.cardiac muscle cell
519	C130080G10Rik	chr2	113897228	113898250	Heart	Heart.cardiac muscle cell
520	C1qtnf4	chr2	90706477	90707243	Heart	Heart.cardiac muscle cell
521	C1qtnf4	chr2	90710079	90711283	Heart	Heart.cardiac muscle cell
522	C1qtnf4	chr2	90711345	90712167	Heart	Heart.cardiac muscle cell
523	C1qtnf4	chr2	90729420	90730733	Heart	Heart.cardiac muscle cell
524	C1qtnf4	chr2	90751091	90752183	Heart	Heart.cardiac muscle cell
525	C530008M17Rik	chr5	77243677	77246169	Heart	Heart.cardiac muscle cell
526	C530008M17Rik	chr5	77272505	77273325	Heart	Heart.cardiac muscle cell
527	C530008M17Rik	chr5	77304916	77305747	Heart	Heart.cardiac muscle cell
528	Cacnb2	chr2	14562420	14563559	Heart	Heart.cardiac muscle cell
529	Cacnb2	chr2	14749843	14750751	Heart	Heart.cardiac muscle cell
530	Cacnb2	chr2	14752784	14753379	Heart	Heart.cardiac muscle cell
531	Cacnb2	chr2	14756188	14756975	Heart	Heart.cardiac muscle cell
532	Cacnb2	chr2	14758449	14759331	Heart	Heart.cardiac muscle cell
533	Cacnb2	chr2	14838916	14839802	Heart	Heart.cardiac muscle cell
534	Camk2a	chr18	61106396	61108985	Heart	Heart.cardiac muscle cell
535	Camk2a	chr18	61137409	61138542	Heart	Heart.cardiac muscle cell
536	Camk2g	chr14	21576331	21577581	Heart	Heart.cardiac muscle cell
537	Camk2g	chr14	21587335	21588254	Heart	Heart.cardiac muscle cell
538	Camk2g	chr14	21617683	21618511	Heart	Heart.cardiac muscle cell
539	Camk2g	chr14	21622610	21623292	Heart	Heart.cardiac muscle cell
540	Camk2g	chr14	21624183	21625140	Heart	Heart.cardiac muscle cell
541	Camk2g	chr14	21625457	21626143	Heart	Heart.cardiac muscle cell
542	Camsap1	chr2	25824582	25825434	Heart	Heart.cardiac muscle cell
543	Camsap1	chr2	25825931	25826566	Heart	Heart.cardiac muscle cell
544	Camsap1	chr2	25837664	25839971	Heart	Heart.cardiac muscle cell
545	Camta1	chr4	151272769	151273258	Heart	Heart.cardiac muscle cell
546	Camta1	chr4	151276226	151277707	Heart	Heart.cardiac muscle cell
547	Cand2	chr6	115740935	115743573	Heart	Heart.cardiac muscle cell
548	Cand2	chr6	115763840	115765504	Heart	Heart.cardiac muscle cell
549	Cand2	chr6	115773426	115774490	Heart	Heart.cardiac muscle cell
550	Capn7	chr14	32156162	32157194	Heart	Heart.cardiac muscle cell
551	Car14	chr3	95705512	95706868	Heart	Heart.cardiac muscle cell
552	Car14	chr3	95709927	95711189	Heart	Heart.cardiac muscle cell
553	Car14	chr3	95754251	95755789	Heart	Heart.cardiac muscle cell
554	Carns1	chr19	4171163	4172342	Heart	Heart.cardiac muscle cell
555	Carns1	chr19	4172788	4173231	Heart	Heart.cardiac muscle cell
556	Cars2	chr8	11529886	11531396	Heart	Heart.cardiac muscle cell
557	Cbr4	chr8	63994025	63995660	Heart	Heart.cardiac muscle cell
558	Ccdc47	chr11	106074144	106074439	Heart	Heart.cardiac muscle cell
559	Ccdc69	chr11	54852817	54853700	Heart	Heart.cardiac muscle cell
560	Ccdc69	chr11	54898173	54899500	Heart	Heart.cardiac muscle cell
561	Ccdc69	chr11	54900158	54901417	Heart	Heart.cardiac muscle cell
562	Ccdc69	chr11	54910349	54912516	Heart	Heart.cardiac muscle cell
563	Ccdc91	chr6	147454533	147455696	Heart	Heart.cardiac muscle cell
564	Ccdc97	chr7	26488639	26490582	Heart	Heart.cardiac muscle cell
565	Ccdc97	chr7	26490700	26491418	Heart	Heart.cardiac muscle cell
566	Ccdc97	chr7	26494802	26495568	Heart	Heart.cardiac muscle cell
567	Ccdc97	chr7	26516189	26517012	Heart	Heart.cardiac muscle cell
568	Ccdc97	chr7	26531906	26532885	Heart	Heart.cardiac muscle cell
569	Ccnk	chr12	109431703	109433091	Heart	Heart.cardiac muscle cell
570	Ccnk	chr12	109444588	109445380	Heart	Heart.cardiac muscle cell
571	Ccnk	chr12	109446900	109448248	Heart	Heart.cardiac muscle cell
572	Cd3eap	chr7	19904697	19906151	Heart	Heart.cardiac muscle cell
573	Cd3eap	chr7	19911742	19913185	Heart	Heart.cardiac muscle cell
574	Cd3eap	chr7	19917811	19919471	Heart	Heart.cardiac muscle cell
575	Cd3eap	chr7	19927103	19929134	Heart	Heart.cardiac muscle cell
576	Cd3eap	chr7	19949235	19949595	Heart	Heart.cardiac muscle cell
577	Cd3eap	chr7	19990554	19991230	Heart	Heart.cardiac muscle cell
578	Cd59b	chr2	103874660	103875598	Heart	Heart.cardiac muscle cell
579	Cd59b	chr2	103875660	103876407	Heart	Heart.cardiac muscle cell
580	Cd59b	chr2	103960187	103960958	Heart	Heart.cardiac muscle cell
581	Cdadc1	chr14	60174675	60176424	Heart	Heart.cardiac muscle cell
582	Cdc34	chr10	79143935	79146416	Heart	Heart.cardiac muscle cell
583	Cdc34	chr10	79146494	79147472	Heart	Heart.cardiac muscle cell
584	Cdc34	chr10	79149456	79149896	Heart	Heart.cardiac muscle cell
585	Cdc34	chr10	79157609	79159459	Heart	Heart.cardiac muscle cell
586	Cdc34	chr10	79163538	79164895	Heart	Heart.cardiac muscle cell
587	Cdc34	chr10	79169256	79169883	Heart	Heart.cardiac muscle cell
588	Cdc34	chr10	79175200	79176127	Heart	Heart.cardiac muscle cell
589	Cdc34	chr10	79185393	79186878	Heart	Heart.cardiac muscle cell
590	Cdc34	chr10	79191016	79192858	Heart	Heart.cardiac muscle cell
591	Cdc40	chr10	40563083	40564716	Heart	Heart.cardiac muscle cell
592	Cdh16	chr8	107125598	107127437	Heart	Heart.cardiac muscle cell
593	Cdh16	chr8	107131401	107132403	Heart	Heart.cardiac muscle cell
594	Cdh16	chr8	107132447	107132657	Heart	Heart.cardiac muscle cell
595	Cdh16	chr8	107133049	107133750	Heart	Heart.cardiac muscle cell
596	Cdh16	chr8	107133886	107134623	Heart	Heart.cardiac muscle cell
597	Cdh16	chr8	107137021	107137671	Heart	Heart.cardiac muscle cell
598	Cdh16	chr8	107152270	107152708	Heart	Heart.cardiac muscle cell
599	Cdh16	chr8	107152999	107154082	Heart	Heart.cardiac muscle cell
600	Cdh16	chr8	107157176	107157620	Heart	Heart.cardiac muscle cell
601	Cdh16	chr8	107178506	107179599	Heart	Heart.cardiac muscle cell
602	Cdk5	chr5	23888908	23890702	Heart	Heart.cardiac muscle cell
603	Cdk5	chr5	23893021	23894225	Heart	Heart.cardiac muscle cell
604	Cdk5	chr5	23921762	23923087	Heart	Heart.cardiac muscle cell
605	Cdk5	chr5	23976236	23976971	Heart	Heart.cardiac muscle cell
606	Cdk5rap1	chr2	154199537	154201296	Heart	Heart.cardiac muscle cell
607	Cdk5rap1	chr2	154215137	154216852	Heart	Heart.cardiac muscle cell
608	Cdk5rap1	chr2	154223592	154224538	Heart	Heart.cardiac muscle cell
609	Cdk5rap1	chr2	154228539	154228963	Heart	Heart.cardiac muscle cell
610	Cdk5rap1	chr2	154235722	154236510	Heart	Heart.cardiac muscle cell
611	Cdkn2d	chr9	21048283	21049668	Heart	Heart.cardiac muscle cell
612	Cdkn2d	chr9	21053939	21055399	Heart	Heart.cardiac muscle cell
615	Cdkn2d	chr9	21139684	21140379	Heart	Heart.cardiac muscle cell
616	Celf1	chr2	90751091	90752183	Heart	Heart.cardiac muscle cell
617	Celf1	chr2	90804697	90806312	Heart	Heart.cardiac muscle cell
618	Cenpf	chr1	191503163	191503933	Heart	Heart.cardiac muscle cell
619	Cenpf	chr1	191522083	191522778	Heart	Heart.cardiac muscle cell
620	Cenpv	chr11	62307968	62310239	Heart	Heart.cardiac muscle cell
621	Cenpv	chr11	62372116	62373141	Heart	Heart.cardiac muscle cell
622	Cenpv	chr11	62395841	62396977	Heart	Heart.cardiac muscle cell
623	Chchd10	chr10	75397726	75399357	Heart	Heart.cardiac muscle cell
624	Chchd10	chr10	75399474	75400351	Heart	Heart.cardiac muscle cell
625	Chchd10	chr10	75414044	75415051	Heart	Heart.cardiac muscle cell
626	Chchd3	chr6	32999645	33000387	Heart	Heart.cardiac muscle cell
627	Chchd7	chr4	3856369	3857445	Heart	Heart.cardiac muscle cell
628	Chd1l	chr3	97454375	97455945	Heart	Heart.cardiac muscle cell
629	Chd2	chr7	80668747	80670128	Heart	Heart.cardiac muscle cell
635	Chkb	chr15	89245373	89246301	Heart	Heart.cardiac muscle cell
636	Chkb	chr15	89249579	89249988	Heart	Heart.cardiac muscle cell
637	Chmp6	chr11	119809330	119810680	Heart	Heart.cardiac muscle cell
638	Chmp7	chr14	70093106	70093532	Heart	Heart.cardiac muscle cell
639	Chrm2	chr6	36354521	36356215	Heart	Heart.cardiac muscle cell
640	Chrna10	chr7	109255031	109255769	Heart	Heart.cardiac muscle cell
641	Chrna10	chr7	109256536	109257135	Heart	Heart.cardiac muscle cell
642	Ciao1	chr2	127063535	127064508	Heart	Heart.cardiac muscle cell
643	Ciao1	chr2	127084752	127085782	Heart	Heart.cardiac muscle cell
644	Ciapin1	chr8	97336368	97337219	Heart	Heart.cardiac muscle cell
645	Ciapin1	chr8	97346188	97347615	Heart	Heart.cardiac muscle cell
646	Ciapin1	chr8	97398051	97398767	Heart	Heart.cardiac muscle cell
647	Cidea	chr18	67471189	67472531	Heart	Heart.cardiac muscle cell
648	Cidea	chr18	67483806	67484710	Heart	Heart.cardiac muscle cell
649	Cidea	chr18	67486601	67488001	Heart	Heart.cardiac muscle cell
650	Cidea	chr18	67494990	67495593	Heart	Heart.cardiac muscle cell
651	Cidea	chr18	67495733	67496521	Heart	Heart.cardiac muscle cell
652	Cilp2	chr8	72397891	72398799	Heart	Heart.cardiac muscle cell
653	Cilp2	chr8	72439396	72440102	Heart	Heart.cardiac muscle cell
654	Cilp2	chr8	72442490	72443467	Heart	Heart.cardiac muscle cell
656	Cited4	chr4	120340920	120341619	Heart	Heart.cardiac muscle cell
657	Cited4	chr4	120373639	120375529	Heart	Heart.cardiac muscle cell
658	Ckap5	chr2	91320625	91321626	Heart	Heart.cardiac muscle cell
659	Ckap5	chr2	91377562	91378597	Heart	Heart.cardiac muscle cell
660	Ckm	chr7	19949235	19949595	Heart	Heart.cardiac muscle cell
661	Ckm	chr7	19990554	19991230	Heart	Heart.cardiac muscle cell
662	Ckmt2	chr13	92013330	92015005	Heart	Heart.cardiac muscle cell
663	Ckmt2	chr13	92047401	92049121	Heart	Heart.cardiac muscle cell
664	Clasp1	chr1	120255147	120256685	Heart	Heart.cardiac muscle cell
665	Clec16a	chr16	10565258	10566328	Heart	Heart.cardiac muscle cell
670	Clip1	chr5	124149122	124149762	Heart	Heart.cardiac muscle cell
671	Clip1	chr5	124150082	124151283	Heart	Heart.cardiac muscle cell
672	Clpb	chr7	108815113	108815747	Heart	Heart.cardiac muscle cell
673	Clpb	chr7	108821546	108822592	Heart	Heart.cardiac muscle cell
674	Clpb	chr7	108827918	108828852	Heart	Heart.cardiac muscle cell
675	Clpb	chr7	108829270	108830012	Heart	Heart.cardiac muscle cell
676	Cmbl	chr15	31471721	31473508	Heart	Heart.cardiac muscle cell
678	Cmya5	chr13	93906218	93906621	Heart	Heart.cardiac muscle cell
679	Cmya5	chr13	93907825	93908574	Heart	Heart.cardiac muscle cell
680	Cnot1	chr8	98334069	98334621	Heart	Heart.cardiac muscle cell
681	Cnot1	chr8	98341445	98342581	Heart	Heart.cardiac muscle cell
682	Cnot1	chr8	98356199	98358227	Heart	Heart.cardiac muscle cell
683	Cnot10	chr9	114572706	114573977	Heart	Heart.cardiac muscle cell
684	Cnot10	chr9	114576336	114578768	Heart	Heart.cardiac muscle cell
685	Cnot10	chr9	114581559	114582898	Heart	Heart.cardiac muscle cell
686	Cnot7	chr8	41549754	41550857	Heart	Heart.cardiac muscle cell
690	Cnst	chr1	181516389	181519110	Heart	Heart.cardiac muscle cell
691	Cog5	chr12	32388393	32389208	Heart	Heart.cardiac muscle cell
692	Cog6	chr3	52778593	52780052	Heart	Heart.cardiac muscle cell
693	Cog6	chr3	52787104	52788792	Heart	Heart.cardiac muscle cell
694	Cog6	chr3	52867338	52868479	Heart	Heart.cardiac muscle cell
695	Cops5	chr1	10029415	10030516	Heart	Heart.cardiac muscle cell
696	Coq10a	chr10	127776011	127776370	Heart	Heart.cardiac muscle cell
697	Coq10a	chr10	127781630	127782520	Heart	Heart.cardiac muscle cell
698	Coq10a	chr10	127798868	127800384	Heart	Heart.cardiac muscle cell
699	Coq10a	chr10	127810309	127810862	Heart	Heart.cardiac muscle cell
700	Coq10a	chr10	127828681	127829443	Heart	Heart.cardiac muscle cell
701	Coq10a	chr10	127832771	127834904	Heart	Heart.cardiac muscle cell
702	Coq4	chr2	29673033	29673843	Heart	Heart.cardiac muscle cell
703	Coq5	chr5	115687528	115689104	Heart	Heart.cardiac muscle cell
704	Coq5	chr5	115716248	115717941	Heart	Heart.cardiac muscle cell
705	Coq5	chr5	115718014	115718807	Heart	Heart.cardiac muscle cell
706	Coq6	chr12	85667921	85668633	Heart	Heart.cardiac muscle cell
707	Coq6	chr12	85723068	85723980	Heart	Heart.cardiac muscle cell
708	Coq6	chr12	85725424	85726556	Heart	Heart.cardiac muscle cell
709	Coq9	chr8	97336368	97337219	Heart	Heart.cardiac muscle cell
710	Coq9	chr8	97346188	97347615	Heart	Heart.cardiac muscle cell
711	Coq9	chr8	97398051	97398767	Heart	Heart.cardiac muscle cell
712	Corin	chr5	72889191	72890503	Heart	Heart.cardiac muscle cell
713	Corin	chr5	72892757	72893389	Heart	Heart.cardiac muscle cell
714	Coro6	chr11	77236744	77237445	Heart	Heart.cardiac muscle cell
719	Coro6	chr11	77280545	77281954	Heart	Heart.cardiac muscle cell
720	Coro6	chr11	77304555	77305854	Heart	Heart.cardiac muscle cell
721	Coro6	chr11	77313959	77315417	Heart	Heart.cardiac muscle cell
722	Coro6	chr11	77321177	77322314	Heart	Heart.cardiac muscle cell
723	Cox10	chr11	63904578	63905612	Heart	Heart.cardiac muscle cell
724	Cox17	chr16	38350255	38351411	Heart	Heart.cardiac muscle cell
725	Cox17	chr16	38352197	38352527	Heart	Heart.cardiac muscle cell
726	Cox17	chr16	38360364	38360890	Heart	Heart.cardiac muscle cell
727	Cox17	chr16	38365152	38366032	Heart	Heart.cardiac muscle cell
728	Cox17	chr16	38370616	38371425	Heart	Heart.cardiac muscle cell
729	Cox17	chr16	38373470	38374287	Heart	Heart.cardiac muscle cell
730	Cox17	chr16	38376007	38377628	Heart	Heart.cardiac muscle cell
731	Cox17	chr16	38392037	38392980	Heart	Heart.cardiac muscle cell
732	Cox18	chr5	90606530	90607864	Heart	Heart.cardiac muscle cell
733	Cox19	chr5	139806793	139809916	Heart	Heart.cardiac muscle cell
734	Cox19	chr5	139813771	139815140	Heart	Heart.cardiac muscle cell
735	Cox19	chr5	139831029	139831746	Heart	Heart.cardiac muscle cell
740	Cox6a2	chr7	135348006	135348640	Heart	Heart.cardiac muscle cell
741	Cox6a2	chr7	135351527	135352251	Heart	Heart.cardiac muscle cell
742	Cox7a1	chr7	30928239	30929302	Heart	Heart.cardiac muscle cell
743	Cox7a1	chr7	30966166	30967058	Heart	Heart.cardiac muscle cell
744	Cox7a1	chr7	30987769	30988756	Heart	Heart.cardiac muscle cell
745	Cox7a1	chr7	30990248	30991107	Heart	Heart.cardiac muscle cell
746	Cox7a1	chr7	31001416	31002450	Heart	Heart.cardiac muscle cell
747	Cox7a1	chr7	31004013	31005389	Heart	Heart.cardiac muscle cell
748	Cox7a2	chr9	79561722	79563592	Heart	Heart.cardiac muscle cell
751	Cpeb3	chr19	37206052	37206601	Heart	Heart.cardiac muscle cell
752	Cpeb3	chr19	37207031	37208000	Heart	Heart.cardiac muscle cell
753	Cpeb3	chr19	37233488	37234465	Heart	Heart.cardiac muscle cell
754	Cpeb3	chr19	37251634	37251914	Heart	Heart.cardiac muscle cell
755	Cpeb3	chr19	37252219	37253375	Heart	Heart.cardiac muscle cell
756	Cpeb4	chr11	31730276	31732875	Heart	Heart.cardiac muscle cell
757	Cpeb4	chr11	31737932	31739642	Heart	Heart.cardiac muscle cell
758	Cpeb4	chr11	31772611	31773474	Heart	Heart.cardiac muscle cell
759	Cpeb4	chr11	31800811	31801624	Heart	Heart.cardiac muscle cell
760	Cpeb4	chr11	31807189	31808245	Heart	Heart.cardiac muscle cell
761	Cpped1	chr16	11880413	11881151	Heart	Heart.cardiac muscle cell
762	Cpt1b	chr15	89245373	89246301	Heart	Heart.cardiac muscle cell
763	Cpt1b	chr15	89249579	89249988	Heart	Heart.cardiac muscle cell
764	Crat	chr2	30236294	30237446	Heart	Heart.cardiac muscle cell
765	Crat	chr2	30257696	30258628	Heart	Heart.cardiac muscle cell
766	Crat	chr2	30264873	30265811	Heart	Heart.cardiac muscle cell
767	Crat	chr2	30269090	30270179	Heart	Heart.cardiac muscle cell
768	Crat	chr2	30284224	30285202	Heart	Heart.cardiac muscle cell
769	Crat	chr2	30290935	30292093	Heart	Heart.cardiac muscle cell
771	Crat	chr2	30318651	30320309	Heart	Heart.cardiac muscle cell
772	Crhr2	chr6	55080626	55081315	Heart	Heart.cardiac muscle cell
773	Crhr2	chr6	55116711	55117783	Heart	Heart.cardiac muscle cell
774	Cript	chr17	87377574	87379066	Heart	Heart.cardiac muscle cell
775	Cript	chr17	87381517	87382465	Heart	Heart.cardiac muscle cell
776	Cript	chr17	87387578	87388643	Heart	Heart.cardiac muscle cell
777	Cript	chr17	87443433	87444474	Heart	Heart.cardiac muscle cell
778	Cript	chr17	87454081	87455527	Heart	Heart.cardiac muscle cell
779	Crnkl1	chr2	145762583	145763524	Heart	Heart.cardiac muscle cell
780	Crybg3	chr16	59516859	59518337	Heart	Heart.cardiac muscle cell
781	Crybg3	chr16	59598843	59601308	Heart	Heart.cardiac muscle cell
782	Cs	chr10	127776011	127776370	Heart	Heart.cardiac muscle cell
783	Cs	chr10	127781630	127782520	Heart	Heart.cardiac muscle cell
784	Cs	chr10	127798868	127800384	Heart	Heart.cardiac muscle cell
785	Cs	chr10	127810309	127810862	Heart	Heart.cardiac muscle cell
786	Csrp3	chr7	56078729	56080937	Heart	Heart.cardiac muscle cell
787	Csrp3	chr7	56084360	56085250	Heart	Heart.cardiac muscle cell
788	Csrp3	chr7	56085765	56086653	Heart	Heart.cardiac muscle cell
792	Csrp3	chr7	56130197	56131436	Heart	Heart.cardiac muscle cell
793	Csrp3	chr7	56131862	56132444	Heart	Heart.cardiac muscle cell
794	Csrp3	chr7	56149210	56151768	Heart	Heart.cardiac muscle cell
795	Ctf1	chr7	134818323	134819633	Heart	Heart.cardiac muscle cell
796	Ctnna3	chr10	62938773	62939864	Heart	Heart.cardiac muscle cell
797	Ctnna3	chr10	62942715	62943222	Heart	Heart.cardiac muscle cell
798	Ctps	chr4	120285149	120287771	Heart	Heart.cardiac muscle cell
799	Ctps	chr4	120287883	120289636	Heart	Heart.cardiac muscle cell
800	Cux1	chr5	137006761	137008096	Heart	Heart.cardiac muscle cell
801	Cux1	chr5	137015971	137017331	Heart	Heart.cardiac muscle cell
802	Cux1	chr5	137031290	137032530	Heart	Heart.cardiac muscle cell
803	Cux1	chr5	137044458	137045005	Heart	Heart.cardiac muscle cell
804	Cwc15	chr9	14327554	14328824	Heart	Heart.cardiac muscle cell
805	Cxadr	chr16	78259004	78260138	Heart	Heart.cardiac muscle cell
806	Cxadr	chr16	78264707	78266459	Heart	Heart.cardiac muscle cell
807	Cxadr	chr16	78274878	78275949	Heart	Heart.cardiac muscle cell
808	Cxadr	chr16	78300131	78300697	Heart	Heart.cardiac muscle cell
809	Cxadr	chr16	78305747	78306253	Heart	Heart.cardiac muscle cell
810	Cxadr	chr16	78313384	78314221	Heart	Heart.cardiac muscle cell
811	Cxadr	chr16	78316783	78317722	Heart	Heart.cardiac muscle cell
812	Cxadr	chr16	78317990	78318604	Heart	Heart.cardiac muscle cell
813	Cxadr	chr16	78346793	78348199	Heart	Heart.cardiac muscle cell
814	Cyb5b	chr8	109639724	109640797	Heart	Heart.cardiac muscle cell
815	Cyb5b	chr8	109642407	109643851	Heart	Heart.cardiac muscle cell
816	Cyb5b	chr8	109652762	109654411	Heart	Heart.cardiac muscle cell
817	Cyb5b	chr8	109663229	109664349	Heart	Heart.cardiac muscle cell
818	Cyb5b	chr8	109687888	109689383	Heart	Heart.cardiac muscle cell
819	Cyb5b	chr8	109691490	109692136	Heart	Heart.cardiac muscle cell
820	Cyb5b	chr8	109695865	109696660	Heart	Heart.cardiac muscle cell
